id,Name,Artists,started,Address,Notes,Commisioned,District,images,location
m0531,,SUMMER IN THE CITY,1/22/2013,"8800 Dix Avenue, Detroit, MI",,,,https://www.dropbox.com/s/qslf39w9o9fr1h9/m0531.jpg?dl=0,
m0532,,unknown,1/22/2013,"8003 Olivet Street, Detroit, MI",,,,https://www.dropbox.com/s/430gpd5yl9rd71z/m0532.jpg?dl=0,
m0533,,unknown,1/22/2013,"7743 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/p16xxtw5jz48pww/m0533.jpg?dl=0,
m0534,,unknown,5/22/2012,"7742 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/1onmitopvxozbgk/m0534.jpg?dl=0,
m0535,,unknown,5/22/2012,"7736 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/ip2myweytizzk7u/m0535.jpg?dl=0,
m0536,,unknown,5/22/2012,"7737 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/mkgs8zwarntphmf/m0536.jpg?dl=0,
m0537,,unknown,5/22/2012,"7738 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/hwmqdfl3omzeieu/m0537.jpg?dl=0,
m0538,,unknown,5/22/2012,"7739 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/pi1520woy4c69k5/m0538.jpg?dl=0,
m0539,,unknown,5/22/2012,"7740 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/qgv0crgfzy62rph/m0539.jpg?dl=0,
m0540,,unknown,5/22/2012,"7741 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/wjy42lqmgmrk3j0/m0540.jpg?dl=0,
m0541,,unknown,5/22/2012,"7735 Lane St, Detroit, MI 48209",,,,https://www.dropbox.com/s/yo4qd2o45a5eiow/m0541.jpg?dl=0,
m0542,,unknown,5/22/2012,"1531 Mullane Street, Detroit, MI",,,,https://www.dropbox.com/s/9igniiv8h3f06bz/m0542.jpg?dl=0,
m0543,,unknown,5/22/2012,"1532 Mullane Street, Detroit, MI",,,,https://www.dropbox.com/s/zl1c4fg871mlpfq/m0543.jpg?dl=0,
m0544,,unknown,5/22/2012,"1533 Mullane Street, Detroit, MI",,,,https://www.dropbox.com/s/wa74jdp260sgitd/m0544.jpg?dl=0,
m0545,,unknown,5/22/2012,"1534 Mullane Street, Detroit, MI",,,,https://www.dropbox.com/s/3rdde7tb7w6bba9/m0545.jpg?dl=0,
m0546,,unknown,5/22/2012,"1535 Mullane Street, Detroit, MI",,,,https://www.dropbox.com/s/69tgl8ij2t9s99x/m0546.jpg?dl=0,
m0548,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226","""The Z is A 10-story parking garage in Detroit's central business district that blends 1,300 parking spots with the work of 27 mural artists from across the globe. Named because the structure zigzags the corners of Broadway/East Grand River, and Library/Gratiot, the garage is a collaboration between Bedrock Detroit and Library Street Collective that opened in 2013. The 500,000-square-foot project includes 34,000 square feet of retail and restaurant space.

The 130-foot-wide murals inside the garage have turned the Z - along with the adjacent BELT Alley - into a Detroit destination. The artwork is diverse and many pieces feature nods to the history of Detroit's industry and culture, which includes the concept of The Z itself - what city better fits an art gallery that you can drive into?""

- Library Street Collective","Bedrock , Library Street Collective",,https://www.dropbox.com/s/mnwvg2soqkajywk/m0548.jpg?dl=0,
m0549,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/sfo2gd1frg9jxex/m0549.jpg?dl=0,
m0550,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/p58as2dkc1wojib/m0550.jpg?dl=0,
m0551,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/hu237ew2eus0v98/m0551.jpg?dl=0,
m0552,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/67rkte9iqulkbx8/m0552.jpg?dl=0,
m0553,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/42fd3eyif6skfcc/m0553.jpg?dl=0,
m0554,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/rri5s6qwfrmed7n/m0554.jpg?dl=0,
m0555,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/vjgoqk8q1qq33vw/m0555.jpg?dl=0,
m0556,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/dlp1wfdyurvxmvi/m0556.jpg?dl=0,
m0557,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/arhtr6eml3owduw/m0557.jpg?dl=0,
m0558,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/69ykamvegek9rb5/m0558.jpg?dl=0,
m0559,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/xrkvu0gzherkrwv/m0559.jpg?dl=0,
m0560,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/iba2jwy15c5fcvm/m0560.jpg?dl=0,
m0561,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/p6ii8y5wvs7qa6t/m0561.jpg?dl=0,
m0562,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/rvq2dkpeg05obpq/m0562.jpg?dl=0,
m0563,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/41nx5v44dqa4n9d/m0563.jpg?dl=0,
m0564,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/toii7gbus8gul1i/m0564.jpg?dl=0,
m0565,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/gzo36k79iif56ue/m0565.jpg?dl=0,
m0566,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/uk2ttmmhflkb4m7/m0566.jpg?dl=0,
m0567,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/j9pi4hyp2gs76h4/m0567.jpg?dl=0,
m0568,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/20z9y05m15n5elv/m0568.jpg?dl=0,
m0569,,"ADRIAN FALKNER] , [ TRISTAN EATON] , [ HENSE] , [ HOW ] , [ NOSM] , [ CYRCLE] , [ MR. JAGO] , [ AUGUSTINE KOFIE] , [ MAYA HAYUK] , [ PUSH] , [ DABS MYLA] , [ SAM FRIEDMAN] , [ MATT W. MOORE] , [ SANER] , [ INTERESNI KAZKI] , [ LOGAN HICKS] , [ LUCY MCLAUCHLAN] , [ REMI ROUGH] , [ VICTOR REYES] , [ GAIA] , [ WAIS] , [ ] , [ B.",10/11/2013,"1234 Library St, Detroit, MI 48226",,"Bedrock , Library Street Collective",,https://www.dropbox.com/s/d3ccyl50origeez/m0569.jpg?dl=0,
m0571,,MINDFIELD,1/22/2013,"1234 Library St, Detroit, MI 48226",,,,https://www.dropbox.com/s/pjt4awknznlyfw3/m0571.jpg?dl=0,
m0572,,FAILE,11/22/2017,The Belt,,"Bedrock , Library Street Collective",5,https://www.dropbox.com/s/wv6kxzi3x3dgt4r/m0572.jpg?dl=0,"-83.046597, 42.334621"
m0573,,unknown,5/22/1987,People Mover Station #?,,,,https://www.dropbox.com/s/0l24fne70inl2y4/m0573_2.jpg?dl=0,
m0574,,unknown,5/22/1987,People Mover Station #?,,,,https://www.dropbox.com/s/rypnn446j2ye2px/m0574.jpg?dl=0,
m0575,,unknown,5/22/1987,People Mover Station #?,,,,https://www.dropbox.com/s/yrgbqdlrezmjud6/m0575.jpg?dl=0,
m0576,,unknown,1/22/2013,People Mover Station #?,,,,https://www.dropbox.com/s/avykwo6jcmwlwgp/m0576.jpg?dl=0,
m0577,,unknown,5/22/2014,"1010 Washington Blvd, Detroit, MI",,,,https://www.dropbox.com/s/92q3qa1agw0wsxg/m0577.jpg?dl=0,
m0578,,KELSEY MONTAGUE,10/22/2017,"1500 Woodward Avenue, Detroit, MI",,Woodward Original,5,https://www.dropbox.com/s/m4eihwsjkq6rk6p/m0578.jpg?dl=0,
m0579,,unknown,5/22/2016,"277 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/lusnte5n3qag0vp/m0579.jpg?dl=0,
m0580,,NIC NOTION,5/22/2016,"1352 Gratiot Avenue, Detroit, MI",,,,https://www.dropbox.com/s/twnkrwaqbpy6csb/m0580.jpg?dl=0,
m0581,,CHARLES MCGEE,8/13/1974,"234 West Larned, Detroit, MI",,"New Detroit, Inc.",,https://www.dropbox.com/s/zndm5fk763ge37b/m0581.jpg?dl=0,
m0582,,unknown,1/22/2013,"6348 Charlevoix Street, Detroit, MI",,,,https://www.dropbox.com/s/l0l858wbqke84aw/m0582.jpg?dl=0,
m0583,,SEAN MURPHY,10/22/2013,"11821 Hamilton Avenue, Highland Park, MI",,,,https://www.dropbox.com/s/5vfrnhgyvrepzl2/m0583.jpg?dl=0,
m0584,,JESSE NEUMANN,5/22/2015,"1815 Van Dyke St, Detroit, MI",,"Historic Realty Detroit, Detroit Flex Defense, Fisheye Farms, , West Village Neighborhood Association",,https://www.dropbox.com/s/4uhnddfda45tfz5/m0584.jpg?dl=0,
m0585,,ARLIN GRAFF,10/22/2017,"7952 Kercheval Ave, Detroit, MI",,,5,https://www.dropbox.com/s/6vibuvw407n2ubr/m0585.jpg?dl=0,
m0586,,"RYAN MCGINNESS ] , [ TONY HAWK",10/23/2017,"100 Monroe Ave, Detroit, MI",,Library Street Collective,5,https://www.dropbox.com/s/bepidy4kc7e45x5/m0586.jpg?dl=0,
m0587,,unknown,8/22/2012,"4731 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/vt16hyuskbisgg8/m0587.jpg?dl=0,
m0588,,unknown,8/22/2012,"4739 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/9r70igs0k09q2ix/m0588.jpg?dl=0,
m0589,,unknown,8/22/2012,"4740 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/sh5fk0d0ifnl2n6/m0589.jpg?dl=0,
m0590,,unknown,8/22/2012,"4741 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/7pvdk2tecaf4zor/m0590.jpg?dl=0,
m0591,,unknown,8/22/2012,"4742 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/erzz295bu2co3o5/m0591.jpg?dl=0,
m0592,,unknown,8/22/2012,"4743 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/ukryc060uq3k0po/m0592.jpg?dl=0,
m0593,,unknown,8/22/2012,"4744 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/e7rhyfk454tt8hs/m0593.jpg?dl=0,
m0594,,unknown,8/22/2012,"4745 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/ulpqg8j76lgdrk2/m0594.jpg?dl=0,
m0595,,unknown,8/22/2012,"4746 East Grand River, Detroit, MI",,,,https://www.dropbox.com/s/miyi7ak1zhdm36b/m0595.jpg?dl=0,
m0596,,unknown,8/22/2012,"4747 East Grand River, Detroit, MI",,,,,
m0597,REFLECTOR,"BECKY NIX ] , [ OLEK ZEMPLINSKI",7/22/2015,"6300 Cass Ave, Detroit, MI","""Our proposal, Reflector, provides a gateway, an in-between, and a visually interactive experience as one moves through the viaduct. We approach the project as a means to capture and reflect the light from those who offer it up to the viaduct. For those passing through, perhaps that provides a moment of thought, intrigue, contemplation, or simply an interesting place to move through or between."" - Artist Statement","Midtown Detroit Inc., the New Economy Initiative and the John S. and James L. Knight Foundation",,"https://www.dropbox.com/s/ixww581vm2fwzoc/m0597_2.jpg?dl=0, https://www.dropbox.com/s/l5smr2svdyeg2wa/m0597.jpg?dl=0",
m0598,,unknown,1/22/2013,"6530 Beauben, Detroit, MI",,,,https://www.dropbox.com/s/i30vdqexoi06rgh/m0598.jpg?dl=0,
m0599,,SINTEX,1/22/2014,"2909 East Grand Boulevard, Detroit, MI",,,,https://www.dropbox.com/s/3eh554bvg856p42/m0599.jpg?dl=0,
m0600,,unknown,1/16/2013,"327 East Baltimore Street, Detroit, MI",,,,https://www.dropbox.com/s/zvl0psmfkzw24ji/m0600.jpg?dl=0,
m0601,,unknown,1/15/2013,"8401 Trinity Street, Detroit, MI",,,7,https://www.dropbox.com/s/xylqjkw3rqo1rds/m0601.jpg?dl=0,
m0602,,unknown,12/13/2013,"18628 West Warren Ave, Detroit, MI",,,7,https://www.dropbox.com/s/zeww5ybx26hdrqq/m602.jpg?dl=0,
m0603,,unknown,12/15/2013,"16401 Chicago Street, Detroit, MI",,,7,https://www.dropbox.com/s/hfaxn0lr6r4u90p/m0603.jpg?dl=0,
m0604,,"HOW ] , [ NOSM ] , [ SHEPARD FAIREY",9/15/2016,"1 Campus Martius, Detroit, MI","How and NOSM (left, 2015) Shepard Fairey (right, 2016)","Bedrock , Library Street Collective",,https://www.dropbox.com/s/rh7gsr2k1twvcjr/m0604.jpg?dl=0,
m0605,,SHADIA,8/3/2016,"19601 Crusade Street, Detroit, MI","For the last few months I've been volunteering with Life Remodeled to help beautify the Denby Neighborhood of Detroit. I worked community members and Life Remodeled staff to identify a location for the mural, and then came up with a design to fill the space. Yesterday, we completed the project and I'm so happy to say it was a huge success. This 100'x5' mural at Heilmann Recreation Center was created through the hard work of so many volunteers!!! I am grateful for the amazing help from some hardworking teens who volunteered alongside me to make this project happen. Thanks to Kush Paint Co. for donating the paint, and to Life Remodeled for organizing the event.""",Life Remodeled,3,https://www.dropbox.com/s/gz1iad191reru1r/m0605.jpg?dl=0,
m0606,,SYDNEY G. JAMES,5/26/2018,"314 East Baltimore Ave, Detroit MI",,,5,https://www.dropbox.com/s/0ml6ne5bukyhq09/m0606.jpg?dl=0,
m0607,,unknown,1/28/2013,"78 Watson Street, Detroit, MI",,,,https://www.dropbox.com/s/gszl5ffymovs9v0/m0607.jpg?dl=0,
m0609,,"SYDNEY BRACK ] , [ SAM ALBAUGH",9/30/2017,"5233 Trumbull Street, Detroit, MI",,,5,https://www.dropbox.com/s/spv60a4aq0ag8ay/m0609.jpg?dl=0,
m0610,,WC BEVAN,9/1/2015,"5927 Lincoln St, Detroit, MI 48208",,,,https://www.dropbox.com/s/mjh3pj8fj128uvz/m0610.jpg?dl=0,
m0611,,"WC BEVAN] , [ BIRDCAP] , [ ] , [ NOSEY42",9/1/2015,"2931 Grand Blvd, Detroit, MI",,"Playground Detroit , The Detroit Grass Station",,https://www.dropbox.com/s/jls73kxz1650mvw/m0611.jpg?dl=0,
m0612,,"WC BEVAN] , [ BIRDCAP] , [ ] , [ NOSEY42",9/28/2015,"2930 Grand Blvd, Detroit, MI",,"Playground Detroit , The Detroit Grass Station",,https://www.dropbox.com/s/yegx1vloem3gffr/m0612.jpg?dl=0,
m0613,,KEVIN JOY,9/28/2017,"511 West Canfield Street, Detroit, MI",,,5,https://www.dropbox.com/s/vm2g3p690tb41uz/m0613.jpg?dl=0,
m0614,,BEVERLY FISHMAN,6/12/2018,"1431 Washington Blvd, Detroit, MI",Painted by Midtown Sign Company,Library Street Collective,5,https://www.dropbox.com/s/bfaui89y12z7312/m0614.jpg?dl=0,
m0615,,JAKE DWYER,6/12/2018,"3714 Trumbull Street, Detroit, MI",,,6,https://www.dropbox.com/s/jsgomaj2botjd30/m0615.jpg?dl=0,
m0616,,ANNA MUCCIOLI,8/13/2011,"441 Larned St, Detroit, MI",,,,https://www.dropbox.com/s/ngv4heo302ah87w/m0616.jpg?dl=0,
m0617,,JULIEN DE CASABIANCA,6/12/2018,"8357 Woodward Ave, Detroit, MI",,,6,https://www.dropbox.com/s/65lfnzp8yudf0no/m0617.jpg?dl=0,
m0618,,JULIEN DE CASABIANCA,6/12/2018,"8359 Woodward Ave, Detroit, MI",,,6,https://www.dropbox.com/s/vpdvuii384qdo8h/m0618.jpg?dl=0,
m0619,,MICHELLE TANGUAY,6/12/2018,"4475 2nd Ave, Detroit, MI",,,5,https://www.dropbox.com/s/chnwexna4jbd6nr/m0619.jpg?dl=0,
m0620,,PHIL SIMPSON,6/12/2018,"6060 John R Street, Detroit, MI",,,5,https://www.dropbox.com/s/iss2ubny67ypxbl/m0620.jpg?dl=0,
m0621,,PHYBR,6/12/2018,"431 E Congress St, Detroit, MI",,,5,https://www.dropbox.com/s/6f321x6hbg3xmql/m0621.jpg?dl=0,
m0622,,BUNNIE REISS,6/12/2018,"1457 Griswold St, Detroit, MI",,,5,"https://www.dropbox.com/s/id7piop4xuuzkui/m0622_2.jpg?dl=0, https://www.dropbox.com/s/ti66p8tcgf3q5p9/m0622.jpg?dl=0",
